event_time,event_id,vehicle_id,occupant_id,seat_location_id,seat_position,occupant_role,seat_track_position,seat_type,posture,belt_use,belt_anchorage,belt_failure,belt_availability,seat_performance,source_type,source_reference,model_type,model_version,geometry_status,temporal_status,seat_position_probability,seat_position_surprisal_bits,occupant_role_probability,occupant_role_surprisal_bits,seat_track_position_probability,seat_track_position_surprisal_bits,seat_type_probability,seat_type_surprisal_bits,posture_probability,posture_surprisal_bits,belt_use_probability,belt_use_surprisal_bits,belt_anchorage_probability,belt_anchorage_surprisal_bits,belt_failure_probability,belt_failure_surprisal_bits,belt_availability_probability,belt_availability_surprisal_bits,seat_performance_probability,seat_performance_surprisal_bits,occupant_anomaly_score_bits,joint_probability,dominant_contributor,dominant_contributor_score_bits,occupant_anomaly_percentile,anomaly_tier
2026-01-01T00:33:02,OCC-00001983,SIM-819604,OCC-57427535,SEAT-2354,SECOND RIGHT,PASSENGER,NOT ADJUSTABLE SEAT TRACK,BENCH WITH FOLD BACK,NORMAL POSTURE,LAP AND SHOULDER WITH CHILD SEAT,FULL DOWN,NO FAILURE,LAP AND SHOULDER BELT,DEFORMED BY OCCUPANT,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.0683900523560209,3.870069695954867,1.0,-0.0,0.9425837320574164,0.08530731262450626,0.3857868020304568,1.374124306012791,0.6052631578947368,0.7243655573865726,0.1184210526315789,3.0780025120012735,0.03125,5.0,0.945054945054945,0.08152988549659837,1.0,-0.0,0.0131578947368421,6.247927513443586,20.461326782920196,6.926708114984018e-07,seat_performance,6.247927513443586,99.77000000000001,EXTREME
2026-01-01T00:33:03,OCC-00001984,SIM-393035,OCC-10553711,SEAT-2815,FRONT LEFT SIDE,DRIVER,SEAT AT REAR MOST POSITION,BUCKET,NOT COLLECTED/UNKNOWN,LAP AND SHOULDER,FULL UP,NO FAILURE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.245696400625978,2.025051372055368,0.772823779193206,0.3717886094140868,0.1483516483516483,2.752907138035228,0.760989010989011,0.394052474149508,0.3726328649969456,1.424173174023905,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.6840659340659341,0.5477927081306153,8.205486803735178,0.0033876797104406783,posture,2.752907138035228,35.215,BASELINE
2026-01-01T00:33:04,OCC-00001985,SIM-592666,OCC-77405676,SEAT-9922,SECOND LEFT,PASSENGER,NOT ADJUSTABLE SEAT TRACK,BENCH,NORMAL POSTURE,NONE USED/AVAILABLE,NO UPPER ANCHOR,NOT USED/AVAILABLE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.0589005235602094,4.085575731706075,1.0,-0.0,0.9388888888888888,0.09097366004749056,0.2662721893491124,1.9090263399525098,0.4666666666666667,1.0995356735509143,0.3555555555555555,1.4918530963296748,0.9545454545454546,0.06711419585853691,1.0,-0.0,1.0,-0.0,0.7555555555555555,0.40439025507933535,9.148468952524535,0.0017621238563646931,seat_position,4.085575731706075,46.04,BASELINE
2026-01-01T00:33:05,OCC-00001986,SIM-756159,OCC-15435179,SEAT-4447,FRONT LEFT SIDE,DRIVER,NOT COLLECTED/UNKNOWN,UNKNOWN/UNMAPPED,NOT COLLECTED/UNKNOWN,NOT COLLECTED/UNKNOWN,NOT COLLECTED/UNKNOWN,NOT COLLECTED/UNKNOWN,LAP AND SHOULDER BELT,UNKNOWN/UNMAPPED,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.0276473656755346,5.176714167104956,0.3962264150943396,1.335603031784439,1.0,-0.0,0.8571428571428571,0.22239242133644802,1.0,-0.0,0.9761904761904762,0.03476541816067664,0.76,0.3959286763311392,1.0,-0.0,7.838197921085257,0.004369857890800284,seat_track_position,5.176714167104956,31.055,BASELINE
2026-01-01T00:33:06,OCC-00001987,SIM-535163,OCC-75814200,SEAT-4755,FRONT LEFT SIDE,DRIVER,SEAT AT MIDDLE TRACK POSITION,BUCKET,NORMAL POSTURE,NONE USED/AVAILABLE,MID POSITION,NOT USED/AVAILABLE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.2201356285863328,2.1835354329609657,0.8033175355450237,0.31595772557084123,0.8672566371681416,0.20546911829997946,0.1976401179941003,2.3390522726785714,0.1265822784810126,2.981852653289741,1.0,-0.0,1.0,-0.0,0.6283185840707964,0.6704318429105057,9.369093252078203,0.001512244100567037,belt_anchorage,2.981852653289741,49.565,BASELINE
2026-01-01T00:33:07,OCC-00001988,SIM-180131,OCC-55562196,SEAT-7904,THIRD RIGHT,PASSENGER,NOT ADJUSTABLE SEAT TRACK,BENCH WITH SEPARATE BACK CUSHIONS,OTHER ABNORMAL POSTURE,OTHER CHILD SEAT BELT,NO UPPER ANCHOR,NO FAILURE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.0045811518324607,7.770073905978155,1.0,-0.0,0.9285714285714286,0.1069152039165119,0.0769230769230769,3.7004397181410926,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,-0.0,11.57742882803576,0.0003272251308900499,seat_position,7.770073905978155,72.52499999999999,MODERATE
2026-01-01T00:33:08,OCC-00001989,SIM-261738,OCC-10978135,SEAT-2659,FRONT RIGHT SIDE,PASSENGER,SEAT AT REAR MOST POSITION,SPLIT BENCH WITH SEPARATE BACK CUSHIONS,NORMAL POSTURE,LAP AND SHOULDER,NO UPPER ANCHOR,NO FAILURE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.2100785340314136,2.2509993409134457,1.0,-0.0,0.322429906542056,1.6329425296229783,0.0434782608695652,4.523561956057013,0.8888888888888888,0.16992500144231243,0.6666666666666666,0.5849625007211563,0.3764705882352941,1.4093909361377017,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.4444444444444444,1.1699250014423124,11.758634387895789,0.00028860133865092006,seat_type,4.523561956057013,74.31,MODERATE
2026-01-01T00:33:09,OCC-00001990,SIM-961095,OCC-52672777,SEAT-7814,FRONT LEFT SIDE,DRIVER,SEAT AT MIDDLE TRACK POSITION,BUCKET,NORMAL POSTURE,LAP AND SHOULDER,FULL UP,NO FAILURE,LAP AND SHOULDER BELT,DEFORMED BY INTRUSION,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.2201356285863328,2.1835354329609657,0.8033175355450237,0.31595772557084123,0.8672566371681416,0.20546911829997946,0.7935103244837758,0.3336791005797198,0.3726328649969456,1.424173174023905,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.1858407079646017,2.427861539636428,7.580397418998307,0.005224840026683951,seat_performance,2.427861539636428,26.13,BASELINE
2026-01-01T00:33:10,OCC-00001991,SIM-116389,OCC-66392561,SEAT-4547,SECOND RIGHT,PASSENGER,NOT ADJUSTABLE SEAT TRACK,SPLIT BENCH WITH FOLD BACK,NORMAL POSTURE,NONE USED/AVAILABLE,POSITION UNKNOWN,NOT USED/AVAILABLE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.0683900523560209,3.870069695954867,1.0,-0.0,0.9425837320574164,0.08530731262450626,0.2030456852791878,2.3001237245690143,0.475,1.074000581443777,0.325,1.6214883767462702,0.0555555555555555,4.169925001442314,1.0,-0.0,1.0,-0.0,0.725,0.46394709975979026,13.58486179254054,8.138588932518892e-05,belt_anchorage,4.169925001442314,88.065,ELEVATED
2026-01-01T00:33:11,OCC-00001992,SIM-526023,OCC-24132950,SEAT-3229,SECOND RIGHT,PASSENGER,NOT ADJUSTABLE SEAT TRACK,BENCH,NOT COLLECTED/UNKNOWN,NONE USED/AVAILABLE,NO UPPER ANCHOR,NOT USED/AVAILABLE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.0683900523560209,3.870069695954867,1.0,-0.0,0.9425837320574164,0.08530731262450626,0.2791878172588832,1.840692105931717,0.3272727272727272,1.6114347120823476,0.3818181818181818,1.3890422907458995,0.9545454545454546,0.06711419585853691,1.0,-0.0,1.0,-0.0,0.8545454545454545,0.2267708618470223,9.090431175044897,0.0018344570275468962,seat_position,3.870069695954867,45.1,BASELINE
2026-01-01T00:33:12,OCC-00001993,SIM-168586,OCC-55808060,SEAT-4612,FRONT LEFT SIDE,DRIVER,SEAT AT REAR MOST POSITION,BUCKET,NORMAL POSTURE,NONE USED/AVAILABLE,NO UPPER ANCHOR,NOT USED/AVAILABLE,LAP AND SHOULDER BELT,DEFORMED BY OCCUPANT,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.245696400625978,2.025051372055368,0.772823779193206,0.3717886094140868,0.8324175824175825,0.2646206567257453,0.2335164835164835,2.0984037040609946,0.1367088607594936,2.8708213409009975,1.0,-0.0,1.0,-0.0,0.0796703296703296,3.6498136450711254,11.953293534595915,0.0002521738791130597,seat_performance,3.6498136450711254,75.87,ELEVATED
2026-01-01T00:33:13,OCC-00001994,SIM-466649,OCC-68539974,SEAT-9319,FRONT LEFT SIDE,DRIVER,SEAT AT MIDDLE TRACK POSITION,BUCKET,NORMAL POSTURE,LAP AND SHOULDER,FULL UP,NO FAILURE,LAP AND SHOULDER BELT,DEFORMED BY INTRUSION,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.2201356285863328,2.1835354329609657,0.8033175355450237,0.31595772557084123,0.8672566371681416,0.20546911829997946,0.7935103244837758,0.3336791005797198,0.3726328649969456,1.424173174023905,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.1858407079646017,2.427861539636428,7.580397418998307,0.005224840026683951,seat_performance,2.427861539636428,26.13,BASELINE
2026-01-01T00:33:14,OCC-00001995,SIM-441625,OCC-55316010,SEAT-3169,FRONT LEFT SIDE,DRIVER,SEAT AT REAR MOST POSITION,BUCKET,NORMAL POSTURE,NONE USED/AVAILABLE,FULL UP,NOT USED/AVAILABLE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.245696400625978,2.025051372055368,0.772823779193206,0.3717886094140868,0.8324175824175825,0.2646206567257453,0.2335164835164835,2.0984037040609946,0.3518987341772152,1.5067677703409579,1.0,-0.0,1.0,-0.0,0.6840659340659341,0.5477927081306153,7.487219027095366,0.0055734292017765785,belt_use,2.0984037040609946,23.369999999999997,BASELINE
2026-01-01T00:33:15,OCC-00001996,SIM-996977,OCC-70930872,SEAT-4604,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN FORWARD AND MIDDLE,BUCKET,NORMAL POSTURE,LAP AND SHOULDER,MID POSITION,NO FAILURE,LAP AND SHOULDER BELT,UNKNOWN/UNMAPPED,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.1601460615545122,2.642539776297972,0.8436482084690554,0.24528655768362542,0.8764478764478765,0.19025980039563886,0.8455598455598455,0.2420212280853805,0.1246182040317654,3.004413264502658,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.0347490347490347,4.8468832862442435,11.861125241135987,0.0002688100614135516,seat_performance,4.8468832862442435,74.785,MODERATE
2026-01-01T00:33:16,OCC-00001997,SIM-328064,OCC-83388894,SEAT-3798,FRONT LEFT SIDE,DRIVER,SEAT AT MIDDLE TRACK POSITION,BUCKET,NORMAL POSTURE,LAP AND SHOULDER,FULL DOWN,NO FAILURE,LAP AND SHOULDER BELT,DEFORMED BY INTRUSION,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.2201356285863328,2.1835354329609657,0.8033175355450237,0.31595772557084123,0.8672566371681416,0.20546911829997946,0.7935103244837758,0.3336791005797198,0.3457544288332315,1.5321803636422713,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.1858407079646017,2.427861539636428,7.688404608616673,0.004847966319841175,seat_performance,2.427861539636428,28.310000000000002,BASELINE
2026-01-01T00:33:17,OCC-00001998,SIM-486487,OCC-74302432,SEAT-1579,FRONT LEFT SIDE,DRIVER,SEAT AT MIDDLE TRACK POSITION,BUCKET,NORMAL POSTURE,LAP AND SHOULDER,NO UPPER ANCHOR,NO FAILURE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.2201356285863328,2.1835354329609657,0.8033175355450237,0.31595772557084123,0.8672566371681416,0.20546911829997946,0.7935103244837758,0.3336791005797198,0.1081246182040317,3.209233056391157,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.6283185840707964,0.6704318429105057,7.608027604639636,0.005125727136248025,belt_anchorage,3.209233056391157,26.745,BASELINE
2026-01-01T00:33:18,OCC-00001999,SIM-118207,OCC-93117197,SEAT-3110,SECOND LEFT,PASSENGER,NOT ADJUSTABLE SEAT TRACK,BENCH,NORMAL POSTURE,LAP AND SHOULDER,NO UPPER ANCHOR,NO FAILURE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.0589005235602094,4.085575731706075,1.0,-0.0,0.9388888888888888,0.09097366004749056,0.2662721893491124,1.9090263399525098,0.4666666666666667,1.0995356735509143,0.3777777777777777,1.4043902550793355,0.9272727272727272,0.10893437155316406,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.7555555555555555,0.40439025507933535,9.119753408527693,0.0017975487234187975,seat_position,4.085575731706075,45.695,BASELINE
2026-01-01T00:33:19,OCC-00002000,SIM-120651,OCC-71029361,SEAT-9997,FRONT RIGHT SIDE,PASSENGER,SEAT AT REAR MOST POSITION,SPLIT BENCH WITH SEPARATE BACK CUSHIONS,NORMAL POSTURE,NONE USED/AVAILABLE,FULL DOWN,NOT USED/AVAILABLE,LAP AND SHOULDER BELT,DEFORMED BY OTHER OCCUPANT,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.2100785340314136,2.2509993409134457,1.0,-0.0,0.322429906542056,1.6329425296229783,0.0434782608695652,4.523561956057013,0.8888888888888888,0.16992500144231243,0.3333333333333333,1.5849625007211563,0.2058823529411764,2.280107919192736,1.0,-0.0,1.0,-0.0,0.2222222222222222,2.1699250014423126,14.612424249391953,3.992289178615013e-05,seat_type,4.523561956057013,93.16499999999999,HIGH
2026-01-01T00:33:20,OCC-00002001,SIM-959555,OCC-70195285,SEAT-9519,SECOND LEFT,PASSENGER,NOT ADJUSTABLE SEAT TRACK,BENCH WITH FOLD BACK,OTHER ABNORMAL POSTURE,NONE USED/AVAILABLE,NO UPPER ANCHOR,NOT USED/AVAILABLE,LAP AND SHOULDER BELT,DEFORMED BY CARGO,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.0589005235602094,4.085575731706075,1.0,-0.0,0.9388888888888888,0.09097366004749056,0.3668639053254438,1.4466831258953092,0.2580645161290322,1.9541963103868756,0.3387096774193548,1.561878887608115,0.953846153846154,0.06817150264157905,1.0,-0.0,1.0,-0.0,0.032258064516129,4.954196310386877,14.161675528672323,5.456458758265876e-05,seat_performance,4.954196310386877,91.53999999999999,HIGH
2026-01-01T00:33:21,OCC-00002002,SIM-905845,OCC-51396171,SEAT-6405,FRONT LEFT SIDE,DRIVER,SEAT AT MIDDLE TRACK POSITION,BUCKET WITH FOLD BACK,NORMAL POSTURE,LAP AND SHOULDER,NO UPPER ANCHOR,NO FAILURE,LAP AND SHOULDER BELT,COMBINATION,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.2201356285863328,2.1835354329609657,0.0971563981042654,3.3635471840891014,0.902439024390244,0.1480986389891337,0.8048780487804879,0.3131578852596302,0.6301369863013698,0.6662626028230044,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.073170731707317,3.772589503896929,11.136912575945233,0.00044407390700811365,seat_performance,3.772589503896929,67.995,MODERATE
2026-01-01T00:33:22,OCC-00002003,SIM-458978,OCC-77060711,SEAT-4938,FRONT LEFT SIDE,DRIVER,SEAT AT REAR MOST POSITION,BUCKET WITH FOLD BACK,NORMAL POSTURE,LAP AND SHOULDER,NO UPPER ANCHOR,NO FAILURE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.245696400625978,2.025051372055368,0.1273885350318471,2.972692654004265,0.85,0.23446525363702297,0.7166666666666667,0.4806258409064206,0.6301369863013698,0.6662626028230044,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.6166666666666667,0.6974372299795687,7.766256281332116,0.004593290418725146,seat_type,2.972692654004265,29.630000000000003,BASELINE
2026-01-01T00:33:23,OCC-00002004,SIM-353427,OCC-15318884,SEAT-9717,FRONT RIGHT SIDE,PASSENGER,SEAT AT REAR MOST POSITION,BUCKET,NORMAL POSTURE,LAP AND SHOULDER,FULL DOWN,NO FAILURE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.2100785340314136,2.2509993409134457,1.0,-0.0,0.322429906542056,1.6329425296229783,0.7729468599033816,0.3715588626119629,0.8,0.3219280948873623,0.81875,0.2885050933499121,0.3457544288332315,1.5321803636422713,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.61875,0.6925714748077527,7.107612881394555,0.007250956924420396,seat_position,2.2509993409134457,18.15,BASELINE
2026-01-01T00:33:24,OCC-00002005,SIM-498180,OCC-52216857,SEAT-9602,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NORMAL POSTURE,LAP AND SHOULDER,NO UPPER ANCHOR,NO FAILURE,LAP AND SHOULDER BELT,DEFORMED BY INTRUSION,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.2837767344809598,1.8171717804178114,0.8143382352941176,0.2962999526953211,0.8623024830699775,0.21373406051926952,0.7878103837471784,0.34407966234536597,0.1081246182040317,3.209233056391157,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.164785553047404,2.6013383296750017,9.171578169970394,0.00173412285968054,belt_anchorage,3.209233056391157,47.160000000000004,BASELINE
2026-01-01T00:33:25,OCC-00002006,SIM-178984,OCC-51521374,SEAT-6073,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NORMAL POSTURE,LAP AND SHOULDER,FULL UP,NO FAILURE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.2837767344809598,1.8171717804178114,0.8143382352941176,0.2962999526953211,0.8623024830699775,0.21373406051926952,0.7878103837471784,0.34407966234536597,0.3726328649969456,1.424173174023905,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.6433408577878104,0.6363447795029143,5.421524737431055,0.023332347276175384,seat_track_position,1.8171717804178114,1.15,BASELINE
2026-01-01T00:33:26,OCC-00002007,SIM-773485,OCC-48033318,SEAT-2450,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NORMAL POSTURE,NONE USED/AVAILABLE,FULL UP,NOT USED/AVAILABLE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.2837767344809598,1.8171717804178114,0.8143382352941176,0.2962999526953211,0.8623024830699775,0.21373406051926952,0.2076749435665914,2.2676009324980053,0.3518987341772152,1.5067677703409579,1.0,-0.0,1.0,-0.0,0.6433408577878104,0.6363447795029143,7.410713482341878,0.005876962946388632,belt_use,2.2676009324980053,22.34,BASELINE
2026-01-01T00:33:27,OCC-00002008,SIM-595059,OCC-18053969,SEAT-5637,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN FORWARD AND MIDDLE,BUCKET,NORMAL POSTURE,LAP AND SHOULDER,FULL DOWN,NO FAILURE,LAP AND SHOULDER BELT,DEFORMED BY INTRUSION,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.1601460615545122,2.642539776297972,0.8436482084690554,0.24528655768362542,0.8764478764478765,0.19025980039563886,0.8455598455598455,0.2420212280853805,0.3457544288332315,1.5321803636422713,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.1737451737451737,2.5249551913568795,8.066964245388236,0.003729080753923295,seat_track_position,2.642539776297972,34.489999999999995,BASELINE
2026-01-01T00:33:28,OCC-00002009,SIM-741856,OCC-75635280,SEAT-6046,FRONT LEFT SIDE,DRIVER,SEAT BETWEEN FORWARD AND MIDDLE,BUCKET,NOT COLLECTED/UNKNOWN,LAP AND SHOULDER,FULL UP,NO FAILURE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.6272905759162304,0.672794206367598,1.0,-0.0,0.1601460615545122,2.642539776297972,0.8436482084690554,0.24528655768362542,0.0926640926640926,3.4318457869653987,0.8455598455598455,0.2420212280853805,0.3726328649969456,1.424173174023905,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.637065637065637,0.6504860734407383,9.326073924423486,0.0015580163359116635,posture,3.4318457869653987,48.92,BASELINE
2026-01-01T00:33:29,OCC-00002010,SIM-191485,OCC-53516923,SEAT-3546,FRONT RIGHT SIDE,PASSENGER,SEAT AT REAR MOST POSITION,BUCKET,LYING - SEAT BACK,LAP AND SHOULDER,POSITION UNKNOWN,NO FAILURE,LAP AND SHOULDER BELT,NO FAILURE,SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1,NOT_PROVIDED,SYNTHETIC_EVENT_TIME,0.2100785340314136,2.2509993409134457,1.0,-0.0,0.322429906542056,1.6329425296229783,0.7729468599033816,0.3715588626119629,0.0375,4.7369655941662066,0.81875,0.2885050933499121,0.0470372632864996,4.410052065779255,0.9883355764917005,0.016927121558869114,1.0,-0.0,0.61875,0.6925714748077527,14.400522082810383,4.6239262630883054e-05,posture,4.7369655941662066,92.52,HIGH
