event_time,event_id,vehicle_id,occupant_id,seat_position,occupant_role,posture,seat_track_position,seat_type,seat_performance,belt_use,belt_failure,belt_anchorage,total_surprisal_bits,occupant_anomaly_percentile,anomaly_tier,anomaly_severity,dominant_contributor,dominant_contribution_percent,top_3_contributors,anomaly_signature,source_type,source_reference,model_type,model_version
2026-01-01T00:45:18,OCC-00002719,SIM-353129,OCC-13930495,THIRD MIDDLE,PASSENGER,NORMAL POSTURE,NOT ADJUSTABLE SEAT TRACK,BENCH,NO FAILURE,LAP BELT,NO FAILURE,NO SHOULDER BELT,11.992466327314645,76.415,ELEVATED,MODERATE,seat_position,77.17762535690966,seat_position:77.18% | seat_type:11.02% | belt_use:8.34%,ELEVATED: seat position dominates anomaly (77.2% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:19,OCC-00002720,SIM-462824,OCC-58600109,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN FORWARD AND MIDDLE,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL UP,6.084487937853726,12.14,BASELINE,LOW,seat_track_position,43.43076694848564,seat_track_position:43.43% | belt_anchorage:23.41% | seat_position:11.06%,BASELINE: seat track position dominates anomaly (43.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:20,OCC-00002721,SIM-484989,OCC-48700052,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,SPLIT BENCH WITH SEPARATE BACK CUSHIONS,NO FAILURE,NONE USED/AVAILABLE,NOT USED/AVAILABLE,MID POSITION,11.939751510516674,75.775,ELEVATED,MODERATE,seat_type,36.255208176783114,seat_type:36.26% | belt_anchorage:25.86% | seat_track_position:18.29%,ELEVATED: seat type dominates anomaly (36.3% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:21,OCC-00002722,SIM-161230,OCC-80268410,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,SEAT AT REAR MOST POSITION,BUCKET,DEFORMED BY INTRUSION,LAP AND SHOULDER,NO FAILURE,FULL UP,8.928522593714707,41.925,BASELINE,MODERATE,seat_performance,29.360830408736206,seat_performance:29.36% | seat_position:25.21% | seat_track_position:18.29%,BASELINE: seat performance dominates anomaly (29.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:22,OCC-00002723,SIM-925022,OCC-10219217,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,BUCKET,NO FAILURE,NONE USED/AVAILABLE,NOT USED/AVAILABLE,MID POSITION,9.369093252078203,49.565,BASELINE,MODERATE,belt_anchorage,31.826480674939617,belt_anchorage:31.83% | belt_use:24.97% | seat_track_position:23.31%,BASELINE: belt anchorage dominates anomaly (31.8% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:23,OCC-00002724,SIM-210059,OCC-15456295,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,5.52953192704942,3.325,BASELINE,LOW,seat_track_position,32.86303080245459,seat_track_position:32.86% | belt_anchorage:27.71% | seat_position:12.17%,BASELINE: seat track position dominates anomaly (32.9% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:24,OCC-00002725,SIM-511509,OCC-47129811,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,BUCKET,NO FAILURE,NONE USED/AVAILABLE,NOT USED/AVAILABLE,MID POSITION,9.369093252078203,49.565,BASELINE,MODERATE,belt_anchorage,31.826480674939617,belt_anchorage:31.83% | belt_use:24.97% | seat_track_position:23.31%,BASELINE: belt anchorage dominates anomaly (31.8% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:25,OCC-00002726,SIM-839123,OCC-41071551,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,SEAT BETWEEN FORWARD AND MIDDLE,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,9.074171482769856,44.505,BASELINE,MODERATE,seat_track_position,41.908702500126,seat_track_position:41.91% | seat_position:24.81% | belt_anchorage:16.89%,BASELINE: seat track position dominates anomaly (41.9% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:26,OCC-00002727,SIM-103248,OCC-66963893,SECOND RIGHT,PASSENGER,OTHER ABNORMAL POSTURE,NOT ADJUSTABLE SEAT TRACK,BENCH,NO FAILURE,LAP AND SHOULDER,NO FAILURE,NO UPPER ANCHOR,9.16067411113622,46.795,BASELINE,MODERATE,seat_position,42.24656012214425,seat_position:42.25% | posture:20.46% | seat_type:20.09%,BASELINE: seat position dominates anomaly (42.2% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:27,OCC-00002728,SIM-793841,OCC-98632106,THIRD RIGHT,PASSENGER,OTHER ABNORMAL POSTURE,NOT ADJUSTABLE SEAT TRACK,BENCH WITH FOLD BACK,DEFORMED BY CARGO,LAP AND SHOULDER,NO FAILURE,NO UPPER ANCHOR,14.723638966539593,93.5,HIGH,ELEVATED,seat_position,52.772782079458366,seat_position:52.77% | belt_use:13.58% | seat_performance:13.58%,HIGH: seat position dominates anomaly (52.8% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:28,OCC-00002729,SIM-883976,OCC-76670807,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL UP,7.2379689086130155,19.315,BASELINE,LOW,seat_position,31.09987579851039,seat_position:31.10% | seat_track_position:29.52% | belt_anchorage:19.68%,BASELINE: seat position dominates anomaly (31.1% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:29,OCC-00002730,SIM-714498,OCC-28342292,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL UP,5.8229677222723835,7.22,BASELINE,LOW,seat_track_position,37.49866970083173,seat_track_position:37.50% | belt_anchorage:24.46% | seat_position:11.55%,BASELINE: seat track position dominates anomaly (37.5% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:30,OCC-00002731,SIM-407750,OCC-64087588,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN FORWARD AND MIDDLE,BUCKET WITH FOLD BACK,DEFORMED BY OCCUPANT,NOT COLLECTED/UNKNOWN,NOT COLLECTED/UNKNOWN,NO UPPER ANCHOR,16.713231944912575,97.93,EXTREME,HIGH,belt_use,29.642359579021516,seat_performance:29.64% | belt_use:29.64% | seat_type:19.79%,EXTREME: belt use dominates anomaly (29.6% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:31,OCC-00002732,SIM-227827,OCC-98219652,FRONT LEFT SIDE,DRIVER,NOT COLLECTED/UNKNOWN,SEAT AT REAR MOST POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL UP,8.205486803735178,35.215,BASELINE,MODERATE,posture,33.54958948666021,posture:33.55% | seat_track_position:24.68% | belt_anchorage:17.36%,BASELINE: posture dominates anomaly (33.5% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:32,OCC-00002733,SIM-305699,OCC-33499111,FRONT RIGHT SIDE,PASSENGER,NOT COLLECTED/UNKNOWN,SEAT BETWEEN FORWARD AND MIDDLE,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,12.11856560212831,77.7,ELEVATED,ELEVATED,seat_track_position,31.380508683283576,seat_track_position:31.38% | posture:26.80% | seat_position:18.57%,ELEVATED: seat track position dominates anomaly (31.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:33,OCC-00002734,SIM-663451,OCC-11098548,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,5.52953192704942,3.325,BASELINE,LOW,seat_track_position,32.86303080245459,seat_track_position:32.86% | belt_anchorage:27.71% | seat_position:12.17%,BASELINE: seat track position dominates anomaly (32.9% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:34,OCC-00002735,SIM-551271,OCC-65020864,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,5.52953192704942,3.325,BASELINE,LOW,seat_track_position,32.86303080245459,seat_track_position:32.86% | belt_anchorage:27.71% | seat_position:12.17%,BASELINE: seat track position dominates anomaly (32.9% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:35,OCC-00002736,SIM-431565,OCC-47071255,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,5.52953192704942,3.325,BASELINE,LOW,seat_track_position,32.86303080245459,seat_track_position:32.86% | belt_anchorage:27.71% | seat_position:12.17%,BASELINE: seat track position dominates anomaly (32.9% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:36,OCC-00002737,SIM-703691,OCC-95080025,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN FORWARD AND MIDDLE,BUCKET,DEFORMED BY OCCUPANT,LAP AND SHOULDER,NO FAILURE,FULL UP,8.750370433958452,39.1,BASELINE,MODERATE,seat_performance,37.89975058284726,seat_performance:37.90% | seat_track_position:30.20% | belt_anchorage:16.28%,BASELINE: seat performance dominates anomaly (37.9% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:37,OCC-00002738,SIM-834386,OCC-53956469,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL UP,7.2379689086130155,19.315,BASELINE,LOW,seat_position,31.09987579851039,seat_position:31.10% | seat_track_position:29.52% | belt_anchorage:19.68%,BASELINE: seat position dominates anomaly (31.1% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:38,OCC-00002739,SIM-185567,OCC-68535920,FRONT LEFT SIDE,DRIVER,NOT COLLECTED/UNKNOWN,SEAT AT MIDDLE TRACK POSITION,BUCKET,NO FAILURE,NONE USED/AVAILABLE,NOT USED/AVAILABLE,FULL UP,11.186790118357269,68.535,MODERATE,MODERATE,posture,31.27126575645033,posture:31.27% | belt_use:20.91% | seat_track_position:19.52%,MODERATE: posture dominates anomaly (31.3% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:39,OCC-00002740,SIM-468485,OCC-67111920,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,BUCKET,NO FAILURE,NONE USED/AVAILABLE,NOT USED/AVAILABLE,FULL DOWN,7.9468602513951545,33.12,BASELINE,LOW,belt_use,29.433665607343812,belt_use:29.43% | seat_track_position:27.48% | belt_anchorage:19.63%,BASELINE: belt use dominates anomaly (29.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:40,OCC-00002741,SIM-738894,OCC-39317907,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN FORWARD AND MIDDLE,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,POSITION UNKNOWN,9.070366829609078,44.25,BASELINE,MODERATE,belt_anchorage,48.62043783480941,belt_anchorage:48.62% | seat_track_position:29.13% | seat_position:7.42%,BASELINE: belt anchorage dominates anomaly (48.6% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:41,OCC-00002742,SIM-641423,OCC-39031572,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN FORWARD AND MIDDLE,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,6.192495127472094,13.515,BASELINE,LOW,seat_track_position,42.673263715214446,seat_track_position:42.67% | belt_anchorage:24.74% | seat_position:10.86%,BASELINE: seat track position dominates anomaly (42.7% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:42,OCC-00002743,SIM-292881,OCC-13466133,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NO FAILURE,NONE USED/AVAILABLE,NOT USED/AVAILABLE,NO SHOULDER BELT,14.609954663574094,93.135,HIGH,ELEVATED,belt_anchorage,41.34678362421105,belt_anchorage:41.35% | belt_use:18.10% | seat_position:15.41%,HIGH: belt anchorage dominates anomaly (41.3% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:43,OCC-00002744,SIM-415915,OCC-34190697,SECOND LEFT,PASSENGER,OTHER ABNORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER WITH CHILD SEAT,NO FAILURE,FULL DOWN,15.533427831448492,95.7,HIGH,ELEVATED,seat_track_position,33.282576502370254,seat_track_position:33.28% | seat_position:26.30% | belt_anchorage:12.07%,HIGH: seat track position dominates anomaly (33.3% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:44,OCC-00002745,SIM-165777,OCC-83053066,THIRD RIGHT,PASSENGER,OTHER ABNORMAL POSTURE,NOT ADJUSTABLE SEAT TRACK,BENCH WITH FOLD BACK,DEFORMED BY CARGO,LAP AND SHOULDER WITH CHILD SEAT,NO FAILURE,NO UPPER ANCHOR,13.704762403145482,88.735,ELEVATED,ELEVATED,seat_position,56.69615917014941,seat_position:56.70% | seat_performance:14.59% | seat_type:12.41%,ELEVATED: seat position dominates anomaly (56.7% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:45,OCC-00002746,SIM-537832,OCC-57029199,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,DEFORMED BY INTRUSION,LAP AND SHOULDER,NO FAILURE,FULL UP,8.907497811229781,41.655,BASELINE,MODERATE,seat_performance,31.51676241242901,seat_performance:31.52% | seat_position:25.27% | seat_track_position:17.95%,BASELINE: seat performance dominates anomaly (31.5% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:46,OCC-00002747,SIM-614679,OCC-55661549,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NO FAILURE,NONE USED/AVAILABLE,NOT USED/AVAILABLE,FULL DOWN,7.4635653646076126,22.9,BASELINE,LOW,belt_use,30.382274713517184,belt_use:30.38% | seat_track_position:24.35% | belt_anchorage:20.90%,BASELINE: belt use dominates anomaly (30.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:47,OCC-00002748,SIM-725893,OCC-22496111,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NO FAILURE,NONE USED/AVAILABLE,NOT USED/AVAILABLE,FULL DOWN,7.4635653646076126,22.9,BASELINE,LOW,belt_use,30.382274713517184,belt_use:30.38% | seat_track_position:24.35% | belt_anchorage:20.90%,BASELINE: belt use dominates anomaly (30.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:48,OCC-00002749,SIM-789115,OCC-40700382,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NO FAILURE,NONE USED/AVAILABLE,NOT USED/AVAILABLE,FULL UP,7.410713482341878,22.34,BASELINE,LOW,belt_use,30.59895565927905,belt_use:30.60% | seat_track_position:24.52% | belt_anchorage:20.33%,BASELINE: belt use dominates anomaly (30.6% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:49,OCC-00002750,SIM-575609,OCC-86000045,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,NOT ADJUSTABLE SEAT TRACK,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL UP,12.603491624339703,81.235,ELEVATED,ELEVATED,seat_track_position,61.423193009871554,seat_track_position:61.42% | seat_position:17.86% | belt_anchorage:11.30%,ELEVATED: seat track position dominates anomaly (61.4% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:50,OCC-00002751,SIM-926892,OCC-47721778,FRONT LEFT SIDE,DRIVER,NOT COLLECTED/UNKNOWN,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,8.680696000383072,38.4,BASELINE,MODERATE,posture,38.762999345956025,posture:38.76% | seat_track_position:20.93% | belt_anchorage:17.65%,BASELINE: posture dominates anomaly (38.8% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:51,OCC-00002752,SIM-170651,OCC-16157428,FRONT LEFT SIDE,DRIVER,NOT COLLECTED/UNKNOWN,NOT COLLECTED/UNKNOWN,BUCKET WITH FOLD BACK,DEFORMED BY INTRUSION,LAP AND SHOULDER,NO FAILURE,NO UPPER ANCHOR,14.904474742192349,94.08,HIGH,ELEVATED,seat_track_position,34.73261726191833,seat_track_position:34.73% | seat_type:22.85% | posture:15.58%,HIGH: seat track position dominates anomaly (34.7% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:52,OCC-00002753,SIM-195793,OCC-51273776,SECOND RIGHT,PASSENGER,NOT COLLECTED/UNKNOWN,NOT ADJUSTABLE SEAT TRACK,SPLIT BENCH WITH FOLD BACK,DEFORMED BY OTHER OCCUPANT,OTHER CHILD SEAT BELT,NO FAILURE,NO UPPER ANCHOR,18.63632251708932,99.28,EXTREME,HIGH,belt_use,28.556750346036395,seat_performance:28.56% | belt_use:28.56% | seat_position:20.77%,EXTREME: belt use dominates anomaly (28.6% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:53,OCC-00002754,SIM-637520,OCC-71945215,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,5.9309749118907495,10.665,BASELINE,LOW,seat_track_position,36.81579277267372,seat_track_position:36.82% | belt_anchorage:25.83% | seat_position:11.34%,BASELINE: seat track position dominates anomaly (36.8% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:54,OCC-00002755,SIM-985862,OCC-18080410,SECOND RIGHT,PASSENGER,NORMAL POSTURE,NOT ADJUSTABLE SEAT TRACK,BENCH WITH FOLD BACK,UNKNOWN/UNMAPPED,NONE USED/AVAILABLE,NOT USED/AVAILABLE,NO UPPER ANCHOR,12.573499282149033,80.97999999999999,ELEVATED,ELEVATED,seat_performance,41.73800304656813,seat_performance:41.74% | seat_position:30.78% | seat_type:10.93%,ELEVATED: seat performance dominates anomaly (41.7% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:55,OCC-00002756,SIM-483722,OCC-52342544,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT FORWARD MOST POSITION,SPLIT BENCH WITH FOLD BACK,NO FAILURE,LAP AND SHOULDER,NO FAILURE,NO UPPER ANCHOR,11.976825586417032,76.145,ELEVATED,MODERATE,seat_type,56.51066950872819,seat_type:56.51% | seat_track_position:34.54% | seat_position:5.62%,ELEVATED: seat type dominates anomaly (56.5% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:56,OCC-00002757,SIM-781893,OCC-45504245,FRONT RIGHT SIDE,PASSENGER,NORMAL POSTURE,SEAT AT REAR MOST POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,MID POSITION,8.579845782254942,37.54,BASELINE,MODERATE,belt_anchorage,35.017101014991006,belt_anchorage:35.02% | seat_position:26.24% | seat_track_position:19.03%,BASELINE: belt anchorage dominates anomaly (35.0% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:57,OCC-00002758,SIM-643894,OCC-35109074,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT AT MIDDLE TRACK POSITION,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,5.9309749118907495,10.665,BASELINE,LOW,seat_track_position,36.81579277267372,seat_track_position:36.82% | belt_anchorage:25.83% | seat_position:11.34%,BASELINE: seat track position dominates anomaly (36.8% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:58,OCC-00002759,SIM-741480,OCC-40240596,FRONT LEFT SIDE,DRIVER,NORMAL POSTURE,SEAT BETWEEN MIDDLE AND REAR,BUCKET,NO FAILURE,LAP AND SHOULDER,NO FAILURE,FULL DOWN,5.52953192704942,3.325,BASELINE,LOW,seat_track_position,32.86303080245459,seat_track_position:32.86% | belt_anchorage:27.71% | seat_position:12.17%,BASELINE: seat track position dominates anomaly (32.9% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
2026-01-01T00:45:59,OCC-00002760,SIM-915753,OCC-50014146,FRONT LEFT SIDE,DRIVER,NOT COLLECTED/UNKNOWN,NOT COLLECTED/UNKNOWN,UNKNOWN/UNMAPPED,UNKNOWN/UNMAPPED,NOT COLLECTED/UNKNOWN,NOT COLLECTED/UNKNOWN,NOT COLLECTED/UNKNOWN,9.501162933807686,51.635,MODERATE,MODERATE,seat_track_position,54.48505833622554,seat_track_position:54.49% | belt_availability:21.67% | seat_type:14.06%,MODERATE: seat track position dominates anomaly (54.5% contribution),SYNTHETIC_FROM_CIREN_EMPIRICAL_MODEL,NHTSA CIREN Public Data v1.2.1 / OA,DEPENDENCY_AWARE_EMPIRICAL,CIREN-DAM-v1
