anomaly_signature,event_count,event_percentage
ELEVATED: seat type dominates anomaly (24.3% contribution),5,0.05
MODERATE: posture dominates anomaly (26.7% contribution),5,0.05
ELEVATED: seat position dominates anomaly (42.8% contribution),5,0.05
MODERATE: seat type dominates anomaly (39.2% contribution),5,0.05
ELEVATED: seat track position dominates anomaly (51.0% contribution),5,0.05
MODERATE: seat position dominates anomaly (38.2% contribution),5,0.05
MODERATE: seat track position dominates anomaly (53.7% contribution),5,0.05
MODERATE: seat type dominates anomaly (28.5% contribution),5,0.05
MODERATE: posture dominates anomaly (32.1% contribution),5,0.05
MODERATE: seat type dominates anomaly (29.2% contribution),5,0.05
HIGH: seat type dominates anomaly (31.3% contribution),4,0.04
ELEVATED: seat type dominates anomaly (34.4% contribution),4,0.04
MODERATE: seat position dominates anomaly (36.9% contribution),4,0.04
ELEVATED: seat type dominates anomaly (36.7% contribution),4,0.04
MODERATE: seat position dominates anomaly (36.3% contribution),4,0.04
MODERATE: seat type dominates anomaly (71.4% contribution),4,0.04
MODERATE: seat type dominates anomaly (26.2% contribution),4,0.04
ELEVATED: belt anchorage dominates anomaly (33.2% contribution),4,0.04
ELEVATED: seat position dominates anomaly (59.0% contribution),4,0.04
ELEVATED: seat performance dominates anomaly (57.0% contribution),4,0.04
ELEVATED: posture dominates anomaly (28.0% contribution),4,0.04
MODERATE: belt anchorage dominates anomaly (42.5% contribution),4,0.04
ELEVATED: posture dominates anomaly (28.8% contribution),4,0.04
ELEVATED: seat type dominates anomaly (25.1% contribution),4,0.04
ELEVATED: seat type dominates anomaly (33.6% contribution),4,0.04
ELEVATED: seat type dominates anomaly (51.3% contribution),4,0.04
MODERATE: seat position dominates anomaly (49.4% contribution),4,0.04
ELEVATED: seat performance dominates anomaly (27.1% contribution),4,0.04
MODERATE: seat type dominates anomaly (42.7% contribution),4,0.04
ELEVATED: seat type dominates anomaly (39.6% contribution),4,0.04
ELEVATED: posture dominates anomaly (37.7% contribution),4,0.04
HIGH: seat position dominates anomaly (40.4% contribution),4,0.04
ELEVATED: seat track position dominates anomaly (41.0% contribution),4,0.04
ELEVATED: seat type dominates anomaly (43.1% contribution),4,0.04
MODERATE: belt use dominates anomaly (26.8% contribution),4,0.04
MODERATE: seat performance dominates anomaly (40.0% contribution),4,0.04
MODERATE: seat performance dominates anomaly (40.2% contribution),4,0.04
ELEVATED: posture dominates anomaly (23.0% contribution),4,0.04
MODERATE: seat type dominates anomaly (43.9% contribution),4,0.04
ELEVATED: seat position dominates anomaly (77.2% contribution),4,0.04
MODERATE: seat position dominates anomaly (76.8% contribution),4,0.04
ELEVATED: seat track position dominates anomaly (58.3% contribution),4,0.04
MODERATE: seat type dominates anomaly (40.8% contribution),4,0.04
ELEVATED: seat type dominates anomaly (31.8% contribution),4,0.04
MODERATE: seat track position dominates anomaly (45.4% contribution),4,0.04
HIGH: seat performance dominates anomaly (40.3% contribution),4,0.04
MODERATE: seat type dominates anomaly (38.4% contribution),4,0.04
HIGH: posture dominates anomaly (46.3% contribution),4,0.04
ELEVATED: seat type dominates anomaly (34.3% contribution),4,0.04
MODERATE: belt anchorage dominates anomaly (33.3% contribution),4,0.04
MODERATE: seat performance dominates anomaly (38.6% contribution),4,0.04
HIGH: seat type dominates anomaly (35.8% contribution),4,0.04
MODERATE: seat type dominates anomaly (41.5% contribution),4,0.04
ELEVATED: belt anchorage dominates anomaly (34.8% contribution),4,0.04
HIGH: seat performance dominates anomaly (35.1% contribution),4,0.04
MODERATE: seat type dominates anomaly (31.5% contribution),4,0.04
ELEVATED: posture dominates anomaly (54.4% contribution),4,0.04
ELEVATED: seat performance dominates anomaly (43.8% contribution),4,0.04
ELEVATED: posture dominates anomaly (41.0% contribution),4,0.04
MODERATE: seat position dominates anomaly (54.1% contribution),4,0.04
ELEVATED: seat track position dominates anomaly (49.9% contribution),4,0.04
MODERATE: seat track position dominates anomaly (35.1% contribution),4,0.04
MODERATE: seat track position dominates anomaly (33.1% contribution),4,0.04
ELEVATED: seat position dominates anomaly (30.3% contribution),4,0.04
MODERATE: belt anchorage dominates anomaly (37.4% contribution),4,0.04
ELEVATED: seat performance dominates anomaly (56.7% contribution),4,0.04
ELEVATED: seat type dominates anomaly (36.2% contribution),4,0.04
ELEVATED: seat performance dominates anomaly (29.9% contribution),4,0.04
ELEVATED: seat position dominates anomaly (44.5% contribution),4,0.04
ELEVATED: seat position dominates anomaly (32.3% contribution),4,0.04
ELEVATED: seat track position dominates anomaly (43.8% contribution),4,0.04
ELEVATED: seat type dominates anomaly (35.3% contribution),4,0.04
MODERATE: belt anchorage dominates anomaly (27.5% contribution),4,0.04
MODERATE: belt anchorage dominates anomaly (46.3% contribution),4,0.04
ELEVATED: seat track position dominates anomaly (31.9% contribution),4,0.04
MODERATE: seat position dominates anomaly (48.7% contribution),4,0.04
ELEVATED: seat type dominates anomaly (34.0% contribution),4,0.04
ELEVATED: seat performance dominates anomaly (43.7% contribution),4,0.04
ELEVATED: belt use dominates anomaly (46.7% contribution),4,0.04
ELEVATED: posture dominates anomaly (45.6% contribution),4,0.04
HIGH: belt anchorage dominates anomaly (28.8% contribution),4,0.04
ELEVATED: belt anchorage dominates anomaly (32.4% contribution),4,0.04
ELEVATED: seat track position dominates anomaly (31.7% contribution),4,0.04
ELEVATED: belt anchorage dominates anomaly (67.9% contribution),4,0.04
ELEVATED: belt anchorage dominates anomaly (36.6% contribution),4,0.04
HIGH: seat type dominates anomaly (42.2% contribution),4,0.04
ELEVATED: seat track position dominates anomaly (40.5% contribution),4,0.04
ELEVATED: posture dominates anomaly (27.6% contribution),4,0.04
ELEVATED: seat type dominates anomaly (56.5% contribution),4,0.04
ELEVATED: seat track position dominates anomaly (31.6% contribution),4,0.04
MODERATE: seat position dominates anomaly (34.3% contribution),4,0.04
MODERATE: seat type dominates anomaly (39.6% contribution),4,0.04
MODERATE: seat track position dominates anomaly (48.4% contribution),4,0.04
MODERATE: seat performance dominates anomaly (54.8% contribution),4,0.04
ELEVATED: seat track position dominates anomaly (42.9% contribution),4,0.04
ELEVATED: belt anchorage dominates anomaly (36.9% contribution),4,0.04
ELEVATED: seat position dominates anomaly (46.8% contribution),4,0.04
MODERATE: seat type dominates anomaly (38.6% contribution),4,0.04
ELEVATED: seat position dominates anomaly (31.4% contribution),4,0.04
MODERATE: seat performance dominates anomaly (55.7% contribution),4,0.04
MODERATE: seat performance dominates anomaly (56.5% contribution),4,0.04
ELEVATED: seat type dominates anomaly (40.9% contribution),4,0.04
ELEVATED: seat track position dominates anomaly (43.1% contribution),4,0.04
ELEVATED: seat position dominates anomaly (30.6% contribution),4,0.04
HIGH: seat track position dominates anomaly (38.3% contribution),4,0.04
MODERATE: seat position dominates anomaly (33.4% contribution),4,0.04
MODERATE: seat track position dominates anomaly (51.1% contribution),4,0.04
HIGH: seat performance dominates anomaly (31.0% contribution),4,0.04
MODERATE: belt anchorage dominates anomaly (33.6% contribution),4,0.04
ELEVATED: seat performance dominates anomaly (44.1% contribution),4,0.04
MODERATE: posture dominates anomaly (25.5% contribution),4,0.04
MODERATE: seat performance dominates anomaly (41.1% contribution),4,0.04
ELEVATED: posture dominates anomaly (28.2% contribution),4,0.04
MODERATE: seat performance dominates anomaly (30.3% contribution),4,0.04
ELEVATED: seat type dominates anomaly (34.7% contribution),4,0.04
HIGH: seat performance dominates anomaly (32.2% contribution),4,0.04
ELEVATED: seat type dominates anomaly (22.8% contribution),4,0.04
MODERATE: belt anchorage dominates anomaly (26.8% contribution),4,0.04
ELEVATED: seat track position dominates anomaly (41.7% contribution),4,0.04
MODERATE: belt anchorage dominates anomaly (40.3% contribution),4,0.04
MODERATE: seat type dominates anomaly (38.2% contribution),4,0.04
ELEVATED: posture dominates anomaly (24.9% contribution),4,0.04
HIGH: seat performance dominates anomaly (32.1% contribution),4,0.04
ELEVATED: seat type dominates anomaly (34.6% contribution),4,0.04
ELEVATED: seat track position dominates anomaly (44.6% contribution),4,0.04
ELEVATED: seat position dominates anomaly (41.3% contribution),4,0.04
MODERATE: posture dominates anomaly (34.9% contribution),4,0.04
ELEVATED: seat performance dominates anomaly (42.1% contribution),4,0.04
MODERATE: seat position dominates anomaly (50.5% contribution),4,0.04
MODERATE: posture dominates anomaly (25.8% contribution),4,0.04
MODERATE: seat track position dominates anomaly (35.2% contribution),4,0.04
ELEVATED: seat type dominates anomaly (40.3% contribution),4,0.04
ELEVATED: seat performance dominates anomaly (49.4% contribution),4,0.04
ELEVATED: seat position dominates anomaly (88.1% contribution),4,0.04
HIGH: seat type dominates anomaly (30.3% contribution),3,0.03
MODERATE: seat type dominates anomaly (28.8% contribution),3,0.03
HIGH: posture dominates anomaly (60.9% contribution),3,0.03
HIGH: seat track position dominates anomaly (33.3% contribution),3,0.03
ELEVATED: seat position dominates anomaly (47.3% contribution),3,0.03
MODERATE: seat position dominates anomaly (32.6% contribution),3,0.03
ELEVATED: seat position dominates anomaly (32.2% contribution),3,0.03
HIGH: belt anchorage dominates anomaly (38.2% contribution),3,0.03
ELEVATED: seat type dominates anomaly (43.9% contribution),3,0.03
ELEVATED: seat track position dominates anomaly (37.7% contribution),3,0.03
HIGH: seat type dominates anomaly (30.4% contribution),3,0.03
ELEVATED: seat type dominates anomaly (38.5% contribution),3,0.03
HIGH: seat performance dominates anomaly (36.5% contribution),3,0.03
HIGH: belt anchorage dominates anomaly (33.3% contribution),3,0.03
MODERATE: seat performance dominates anomaly (43.7% contribution),3,0.03
MODERATE: seat position dominates anomaly (66.6% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (36.8% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (32.3% contribution),3,0.03
HIGH: seat track position dominates anomaly (36.3% contribution),3,0.03
MODERATE: seat performance dominates anomaly (40.1% contribution),3,0.03
MODERATE: posture dominates anomaly (49.1% contribution),3,0.03
ELEVATED: seat type dominates anomaly (27.3% contribution),3,0.03
ELEVATED: belt use dominates anomaly (46.9% contribution),3,0.03
ELEVATED: posture dominates anomaly (40.1% contribution),3,0.03
MODERATE: belt anchorage dominates anomaly (28.8% contribution),3,0.03
EXTREME: belt anchorage dominates anomaly (30.0% contribution),3,0.03
HIGH: seat type dominates anomaly (27.7% contribution),3,0.03
ELEVATED: seat type dominates anomaly (58.4% contribution),3,0.03
ELEVATED: seat type dominates anomaly (49.4% contribution),3,0.03
MODERATE: seat type dominates anomaly (37.7% contribution),3,0.03
HIGH: seat performance dominates anomaly (36.7% contribution),3,0.03
ELEVATED: posture dominates anomaly (28.9% contribution),3,0.03
ELEVATED: belt use dominates anomaly (55.0% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (39.6% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (30.3% contribution),3,0.03
ELEVATED: seat track position dominates anomaly (32.4% contribution),3,0.03
MODERATE: posture dominates anomaly (31.7% contribution),3,0.03
ELEVATED: seat track position dominates anomaly (61.0% contribution),3,0.03
HIGH: seat track position dominates anomaly (25.4% contribution),3,0.03
ELEVATED: seat track position dominates anomaly (39.2% contribution),3,0.03
HIGH: seat performance dominates anomaly (33.5% contribution),3,0.03
HIGH: belt use dominates anomaly (42.5% contribution),3,0.03
HIGH: seat performance dominates anomaly (43.9% contribution),3,0.03
MODERATE: seat position dominates anomaly (67.3% contribution),3,0.03
ELEVATED: seat type dominates anomaly (32.6% contribution),3,0.03
MODERATE: seat type dominates anomaly (40.4% contribution),3,0.03
HIGH: seat track position dominates anomaly (34.3% contribution),3,0.03
HIGH: seat type dominates anomaly (33.2% contribution),3,0.03
MODERATE: seat position dominates anomaly (73.4% contribution),3,0.03
HIGH: seat performance dominates anomaly (43.6% contribution),3,0.03
EXTREME: seat track position dominates anomaly (37.9% contribution),3,0.03
ELEVATED: seat track position dominates anomaly (61.3% contribution),3,0.03
ELEVATED: posture dominates anomaly (45.2% contribution),3,0.03
ELEVATED: seat type dominates anomaly (36.4% contribution),3,0.03
HIGH: belt anchorage dominates anomaly (33.2% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (31.9% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (42.7% contribution),3,0.03
HIGH: seat track position dominates anomaly (34.9% contribution),3,0.03
ELEVATED: seat position dominates anomaly (31.6% contribution),3,0.03
ELEVATED: seat type dominates anomaly (31.4% contribution),3,0.03
HIGH: seat type dominates anomaly (37.7% contribution),3,0.03
ELEVATED: seat track position dominates anomaly (44.2% contribution),3,0.03
HIGH: posture dominates anomaly (62.3% contribution),3,0.03
HIGH: seat performance dominates anomaly (42.4% contribution),3,0.03
ELEVATED: belt anchorage dominates anomaly (45.5% contribution),3,0.03
ELEVATED: seat type dominates anomaly (38.2% contribution),3,0.03
MODERATE: posture dominates anomaly (42.4% contribution),3,0.03
MODERATE: seat position dominates anomaly (33.1% contribution),3,0.03
MODERATE: seat track position dominates anomaly (32.1% contribution),3,0.03
HIGH: posture dominates anomaly (30.4% contribution),3,0.03
HIGH: belt failure dominates anomaly (51.5% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (28.7% contribution),3,0.03
EXTREME: seat type dominates anomaly (32.7% contribution),3,0.03
ELEVATED: seat track position dominates anomaly (41.1% contribution),3,0.03
MODERATE: seat type dominates anomaly (38.5% contribution),3,0.03
EXTREME: seat type dominates anomaly (26.0% contribution),3,0.03
ELEVATED: seat type dominates anomaly (44.1% contribution),3,0.03
ELEVATED: seat track position dominates anomaly (60.9% contribution),3,0.03
ELEVATED: seat type dominates anomaly (35.5% contribution),3,0.03
HIGH: seat performance dominates anomaly (43.0% contribution),3,0.03
ELEVATED: seat type dominates anomaly (26.5% contribution),3,0.03
ELEVATED: seat position dominates anomaly (30.2% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (45.9% contribution),3,0.03
ELEVATED: seat track position dominates anomaly (28.2% contribution),3,0.03
ELEVATED: posture dominates anomaly (36.5% contribution),3,0.03
ELEVATED: seat track position dominates anomaly (58.9% contribution),3,0.03
ELEVATED: posture dominates anomaly (25.2% contribution),3,0.03
HIGH: belt failure dominates anomaly (58.3% contribution),3,0.03
MODERATE: belt anchorage dominates anomaly (38.7% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (46.1% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (37.8% contribution),3,0.03
HIGH: seat performance dominates anomaly (35.0% contribution),3,0.03
ELEVATED: seat position dominates anomaly (48.0% contribution),3,0.03
ELEVATED: seat position dominates anomaly (33.4% contribution),3,0.03
MODERATE: seat performance dominates anomaly (37.2% contribution),3,0.03
ELEVATED: seat position dominates anomaly (42.6% contribution),3,0.03
ELEVATED: seat track position dominates anomaly (43.5% contribution),3,0.03
ELEVATED: belt anchorage dominates anomaly (40.1% contribution),3,0.03
ELEVATED: seat track position dominates anomaly (62.6% contribution),3,0.03
MODERATE: seat position dominates anomaly (70.8% contribution),3,0.03
ELEVATED: posture dominates anomaly (42.6% contribution),3,0.03
HIGH: seat performance dominates anomaly (40.8% contribution),3,0.03
ELEVATED: posture dominates anomaly (28.1% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (30.8% contribution),3,0.03
ELEVATED: seat type dominates anomaly (28.6% contribution),3,0.03
HIGH: seat performance dominates anomaly (36.6% contribution),3,0.03
ELEVATED: posture dominates anomaly (47.1% contribution),3,0.03
HIGH: belt use dominates anomaly (59.5% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (37.6% contribution),3,0.03
ELEVATED: seat position dominates anomaly (44.3% contribution),3,0.03
ELEVATED: seat type dominates anomaly (43.7% contribution),3,0.03
ELEVATED: seat type dominates anomaly (37.3% contribution),3,0.03
MODERATE: seat type dominates anomaly (45.8% contribution),3,0.03
ELEVATED: seat track position dominates anomaly (31.4% contribution),3,0.03
HIGH: belt anchorage dominates anomaly (41.3% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (41.7% contribution),3,0.03
ELEVATED: seat type dominates anomaly (41.7% contribution),3,0.03
MODERATE: seat performance dominates anomaly (31.0% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (43.0% contribution),3,0.03
HIGH: seat position dominates anomaly (27.6% contribution),3,0.03
ELEVATED: seat position dominates anomaly (61.4% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (38.0% contribution),3,0.03
MODERATE: posture dominates anomaly (32.7% contribution),3,0.03
MODERATE: belt anchorage dominates anomaly (38.2% contribution),3,0.03
ELEVATED: seat type dominates anomaly (57.5% contribution),3,0.03
ELEVATED: seat type dominates anomaly (38.9% contribution),3,0.03
MODERATE: seat type dominates anomaly (25.5% contribution),3,0.03
ELEVATED: belt failure dominates anomaly (56.9% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (26.2% contribution),3,0.03
HIGH: belt anchorage dominates anomaly (29.4% contribution),3,0.03
ELEVATED: seat type dominates anomaly (37.5% contribution),3,0.03
MODERATE: belt anchorage dominates anomaly (27.4% contribution),3,0.03
EXTREME: posture dominates anomaly (32.6% contribution),3,0.03
HIGH: belt anchorage dominates anomaly (29.7% contribution),3,0.03
ELEVATED: belt anchorage dominates anomaly (27.9% contribution),3,0.03
EXTREME: belt failure dominates anomaly (46.5% contribution),3,0.03
EXTREME: seat performance dominates anomaly (31.6% contribution),3,0.03
MODERATE: seat performance dominates anomaly (32.2% contribution),3,0.03
HIGH: seat type dominates anomaly (38.4% contribution),3,0.03
MODERATE: seat type dominates anomaly (47.6% contribution),3,0.03
ELEVATED: seat track position dominates anomaly (38.8% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (57.3% contribution),3,0.03
MODERATE: seat type dominates anomaly (37.1% contribution),3,0.03
MODERATE: seat track position dominates anomaly (35.4% contribution),3,0.03
MODERATE: seat track position dominates anomaly (32.4% contribution),3,0.03
MODERATE: seat performance dominates anomaly (36.1% contribution),3,0.03
MODERATE: seat type dominates anomaly (55.0% contribution),3,0.03
ELEVATED: seat track position dominates anomaly (41.8% contribution),3,0.03
HIGH: belt anchorage dominates anomaly (31.3% contribution),3,0.03
MODERATE: seat type dominates anomaly (39.3% contribution),3,0.03
ELEVATED: belt anchorage dominates anomaly (37.2% contribution),3,0.03
ELEVATED: posture dominates anomaly (57.9% contribution),3,0.03
ELEVATED: seat position dominates anomaly (57.6% contribution),3,0.03
ELEVATED: seat type dominates anomaly (30.4% contribution),3,0.03
ELEVATED: seat track position dominates anomaly (42.8% contribution),3,0.03
ELEVATED: belt anchorage dominates anomaly (36.4% contribution),3,0.03
ELEVATED: seat position dominates anomaly (77.3% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (56.5% contribution),3,0.03
MODERATE: seat type dominates anomaly (65.4% contribution),3,0.03
ELEVATED: seat type dominates anomaly (23.1% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (48.3% contribution),3,0.03
MODERATE: seat performance dominates anomaly (24.7% contribution),3,0.03
HIGH: seat performance dominates anomaly (44.4% contribution),3,0.03
ELEVATED: belt use dominates anomaly (25.3% contribution),3,0.03
ELEVATED: posture dominates anomaly (45.7% contribution),3,0.03
ELEVATED: posture dominates anomaly (54.3% contribution),3,0.03
MODERATE: seat type dominates anomaly (25.2% contribution),3,0.03
ELEVATED: belt anchorage dominates anomaly (37.1% contribution),3,0.03
ELEVATED: seat position dominates anomaly (58.5% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (41.8% contribution),3,0.03
MODERATE: seat type dominates anomaly (25.8% contribution),3,0.03
HIGH: seat track position dominates anomaly (53.1% contribution),3,0.03
ELEVATED: seat position dominates anomaly (58.7% contribution),3,0.03
ELEVATED: posture dominates anomaly (27.3% contribution),3,0.03
ELEVATED: belt use dominates anomaly (40.0% contribution),3,0.03
ELEVATED: seat position dominates anomaly (42.9% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (38.5% contribution),3,0.03
MODERATE: seat performance dominates anomaly (40.4% contribution),3,0.03
MODERATE: seat track position dominates anomaly (66.6% contribution),3,0.03
ELEVATED: seat type dominates anomaly (50.7% contribution),3,0.03
ELEVATED: seat position dominates anomaly (32.7% contribution),3,0.03
ELEVATED: belt anchorage dominates anomaly (34.4% contribution),3,0.03
MODERATE: seat performance dominates anomaly (32.0% contribution),3,0.03
EXTREME: seat performance dominates anomaly (37.1% contribution),3,0.03
ELEVATED: seat performance dominates anomaly (37.7% contribution),3,0.03
HIGH: seat type dominates anomaly (37.8% contribution),3,0.03
HIGH: seat performance dominates anomaly (45.6% contribution),3,0.03
ELEVATED: belt use dominates anomaly (47.8% contribution),3,0.03
ELEVATED: belt anchorage dominates anomaly (23.6% contribution),3,0.03
MODERATE: seat type dominates anomaly (46.8% contribution),3,0.03
ELEVATED: posture dominates anomaly (35.2% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (48.6% contribution),2,0.02
HIGH: posture dominates anomaly (33.9% contribution),2,0.02
EXTREME: belt anchorage dominates anomaly (37.0% contribution),2,0.02
MODERATE: seat performance dominates anomaly (45.3% contribution),2,0.02
ELEVATED: seat position dominates anomaly (41.4% contribution),2,0.02
EXTREME: seat type dominates anomaly (31.1% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (33.4% contribution),2,0.02
ELEVATED: seat position dominates anomaly (30.9% contribution),2,0.02
MODERATE: seat performance dominates anomaly (43.9% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (33.6% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (50.1% contribution),2,0.02
HIGH: seat position dominates anomaly (26.6% contribution),2,0.02
HIGH: seat type dominates anomaly (38.1% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (41.3% contribution),2,0.02
ELEVATED: seat position dominates anomaly (32.5% contribution),2,0.02
ELEVATED: seat type dominates anomaly (22.9% contribution),2,0.02
EXTREME: belt failure dominates anomaly (51.7% contribution),2,0.02
ELEVATED: seat position dominates anomaly (64.0% contribution),2,0.02
EXTREME: seat performance dominates anomaly (28.1% contribution),2,0.02
HIGH: belt anchorage dominates anomaly (34.2% contribution),2,0.02
ELEVATED: seat position dominates anomaly (43.8% contribution),2,0.02
EXTREME: seat performance dominates anomaly (42.5% contribution),2,0.02
HIGH: seat position dominates anomaly (28.6% contribution),2,0.02
HIGH: seat performance dominates anomaly (46.4% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (40.1% contribution),2,0.02
ELEVATED: seat type dominates anomaly (32.3% contribution),2,0.02
HIGH: seat performance dominates anomaly (23.8% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (29.1% contribution),2,0.02
ELEVATED: belt anchorage dominates anomaly (22.6% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (24.4% contribution),2,0.02
HIGH: belt anchorage dominates anomaly (59.4% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (29.8% contribution),2,0.02
ELEVATED: posture dominates anomaly (47.5% contribution),2,0.02
HIGH: seat type dominates anomaly (31.9% contribution),2,0.02
ELEVATED: posture dominates anomaly (31.5% contribution),2,0.02
MODERATE: seat performance dominates anomaly (45.2% contribution),2,0.02
HIGH: posture dominates anomaly (28.5% contribution),2,0.02
HIGH: seat performance dominates anomaly (36.9% contribution),2,0.02
ELEVATED: belt use dominates anomaly (39.5% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (27.5% contribution),2,0.02
ELEVATED: belt use dominates anomaly (54.6% contribution),2,0.02
ELEVATED: seat type dominates anomaly (41.3% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (49.6% contribution),2,0.02
HIGH: belt anchorage dominates anomaly (29.9% contribution),2,0.02
MODERATE: seat track position dominates anomaly (63.3% contribution),2,0.02
HIGH: seat performance dominates anomaly (41.6% contribution),2,0.02
HIGH: seat position dominates anomaly (37.2% contribution),2,0.02
HIGH: seat track position dominates anomaly (26.1% contribution),2,0.02
HIGH: seat track position dominates anomaly (35.7% contribution),2,0.02
HIGH: seat performance dominates anomaly (32.9% contribution),2,0.02
HIGH: belt use dominates anomaly (39.4% contribution),2,0.02
EXTREME: posture dominates anomaly (52.9% contribution),2,0.02
ELEVATED: belt anchorage dominates anomaly (37.3% contribution),2,0.02
HIGH: seat track position dominates anomaly (29.3% contribution),2,0.02
HIGH: posture dominates anomaly (32.9% contribution),2,0.02
EXTREME: belt use dominates anomaly (33.9% contribution),2,0.02
ELEVATED: seat type dominates anomaly (26.1% contribution),2,0.02
HIGH: seat position dominates anomaly (27.5% contribution),2,0.02
HIGH: seat type dominates anomaly (29.3% contribution),2,0.02
MODERATE: seat position dominates anomaly (32.9% contribution),2,0.02
EXTREME: belt anchorage dominates anomaly (30.1% contribution),2,0.02
EXTREME: belt failure dominates anomaly (46.1% contribution),2,0.02
ELEVATED: seat type dominates anomaly (49.2% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (39.6% contribution),2,0.02
ELEVATED: belt use dominates anomaly (42.0% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (44.9% contribution),2,0.02
HIGH: seat track position dominates anomaly (27.2% contribution),2,0.02
MODERATE: belt anchorage dominates anomaly (38.5% contribution),2,0.02
ELEVATED: seat position dominates anomaly (46.7% contribution),2,0.02
EXTREME: belt failure dominates anomaly (45.3% contribution),2,0.02
ELEVATED: belt use dominates anomaly (25.2% contribution),2,0.02
MODERATE: seat position dominates anomaly (53.5% contribution),2,0.02
ELEVATED: seat position dominates anomaly (59.5% contribution),2,0.02
EXTREME: seat type dominates anomaly (31.9% contribution),2,0.02
ELEVATED: seat type dominates anomaly (23.5% contribution),2,0.02
ELEVATED: belt anchorage dominates anomaly (30.7% contribution),2,0.02
ELEVATED: belt anchorage dominates anomaly (28.8% contribution),2,0.02
ELEVATED: seat type dominates anomaly (34.9% contribution),2,0.02
EXTREME: seat performance dominates anomaly (27.5% contribution),2,0.02
EXTREME: posture dominates anomaly (42.3% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (49.1% contribution),2,0.02
ELEVATED: seat type dominates anomaly (51.1% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (36.6% contribution),2,0.02
HIGH: seat type dominates anomaly (34.9% contribution),2,0.02
HIGH: posture dominates anomaly (57.6% contribution),2,0.02
MODERATE: seat performance dominates anomaly (45.8% contribution),2,0.02
HIGH: seat type dominates anomaly (30.8% contribution),2,0.02
HIGH: seat performance dominates anomaly (26.0% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (33.7% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (33.7% contribution),2,0.02
ELEVATED: seat type dominates anomaly (37.1% contribution),2,0.02
ELEVATED: posture dominates anomaly (27.8% contribution),2,0.02
HIGH: belt anchorage dominates anomaly (32.3% contribution),2,0.02
ELEVATED: posture dominates anomaly (42.3% contribution),2,0.02
MODERATE: posture dominates anomaly (25.6% contribution),2,0.02
MODERATE: seat type dominates anomaly (27.0% contribution),2,0.02
EXTREME: seat performance dominates anomaly (30.5% contribution),2,0.02
MODERATE: seat performance dominates anomaly (40.9% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (39.0% contribution),2,0.02
HIGH: seat type dominates anomaly (40.0% contribution),2,0.02
ELEVATED: belt use dominates anomaly (22.6% contribution),2,0.02
EXTREME: belt use dominates anomaly (46.2% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (55.1% contribution),2,0.02
HIGH: seat performance dominates anomaly (29.9% contribution),2,0.02
ELEVATED: seat track position dominates anomaly (27.6% contribution),2,0.02
HIGH: belt use dominates anomaly (31.5% contribution),2,0.02
MODERATE: seat position dominates anomaly (78.9% contribution),2,0.02
MODERATE: seat position dominates anomaly (34.9% contribution),2,0.02
HIGH: seat type dominates anomaly (34.1% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (36.1% contribution),2,0.02
ELEVATED: seat position dominates anomaly (63.5% contribution),2,0.02
ELEVATED: belt failure dominates anomaly (56.4% contribution),2,0.02
ELEVATED: seat performance dominates anomaly (29.0% contribution),2,0.02
